chr	pos	data_HepG2_WT_v_KD	term_HepG2_WT_v_KD	p.value_HepG2_WT_v_KD	note_HepG2_WT_v_KD	p.value.BH_HepG2_WT_v_KD	delta_delrate_P101_HepG2_WT_v_KD	delta_delrate_P102_HepG2_WT_v_KD	dd_delrate_HepG2_WT_v_KD	data_HepG2_WT_v_OE	term_HepG2_WT_v_OE	p.value_HepG2_WT_v_OE	note_HepG2_WT_v_OE	p.value.BH_HepG2_WT_v_OE	delta_delrate_P4_HepG2_WT_v_OE	delta_delrate_P3_HepG2_WT_v_OE	dd_delrate_HepG2_WT_v_OE	data_293T_WT_v_KD	term_293T_WT_v_KD	p.value_293T_WT_v_KD	note_293T_WT_v_KD	p.value.BH_293T_WT_v_KD	delta_delrate_P101_293T_WT_v_KD	delta_delrate_P102_293T_WT_v_KD	dd_delrate_293T_WT_v_KD	data_293T_WT_v_OE	term_293T_WT_v_OE	p.value_293T_WT_v_OE	note_293T_WT_v_OE	p.value.BH_293T_WT_v_OE	delta_delrate_P4_293T_WT_v_OE	delta_delrate_P3_293T_WT_v_OE	dd_delrate_293T_WT_v_OE	data_Both_WT_v_KD	term_Both_WT_v_KD	p.value_Both_WT_v_KD	note_Both_WT_v_KD	p.value.BH_Both_WT_v_KD	delta_delrate_P101_Both_WT_v_KD	delta_delrate_P102_Both_WT_v_KD	dd_delrate_Both_WT_v_KD	data_Both_WT_v_OE	term_Both_WT_v_OE	p.value_Both_WT_v_OE	note_Both_WT_v_OE	p.value.BH_Both_WT_v_OE	delta_delrate_P4_Both_WT_v_OE	delta_delrate_P3_Both_WT_v_OE	dd_delrate_Both_WT_v_OE	delta_delrate	quartile
DRG2_chr17_18107480	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.432264216981213e-4		5.432264216981213e-4	0.03179596421332625	0.1311201108412199	0.09932414662789366		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.024700062533732116	2
EIF4G2_chr11_10797658	60		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.006498472909097831		0.006498472909097831	-0.013395359441968048	0.05428251217724905	0.0676778716192171		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.014086433177430632	1
ENSA_chr1_150622412	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.01295966608357984		0.01295966608357984	0.012329722992961308	0.16904795276200824	0.15671822976904692		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.0810010950463045e-8		4.0810010950463045e-8	0.004804843245525683	0.08813304390507877	0.08332820065955308	0.004838818100376934	1
ENSA_chr1_150625493	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.018841596119799516		0.018841596119799516	0.04692209830471332	0.15590078043571837	0.10897868213100505		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.01792506306204297		0.01792506306204297	0.027140730792022862	0.07750274308748724	0.05036201229546437	0.014708609267712797	1
GPC3_chrX_133848683	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.03927009055457159		0.03927009055457159	-0.018153682481150693	0.038277318733003746	0.05643100121415444		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.001926656838457625	1
HDLBP_chr2_241266886	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.618356408021357e-7		2.618356408021357e-7	0.009087223014577046	0.15098968437601593	0.1419024613614389		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	8.074203514182519e-10		8.074203514182519e-10	0.00977433737966862	0.08962531270256577	0.07985097532289714	0.005196965103984873	1
HPRT1_chrX_134498641	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.016366868501645666		0.016366868501645666	0.027956989247311832	0.20465605481029706	0.17669906556298523		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.977669781412073e-4		4.977669781412073e-4	0.029749103942652334	0.1534920411077228	0.12374293716507047	0.015372061439325856	1
KLHDC10_chr7_130132453	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.004954000937788727		0.004954000937788727	0.23749956901561534	0.4444645406650223	0.20696497164940694		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.19620685609256064	4
KLHL12_chr1_202925001	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.7231252040324207e-4		2.7231252040324207e-4	0.00803407285716258	0.06309476829363933	0.05506069543647675		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.005603260171189995	1
MARCHF7_chr2_159747935	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.73107889754718e-4		1.73107889754718e-4	-0.001596030473027993	0.0509361043556778	0.05253213482870579		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	-0.005504952698323761	1
MSN_chrX_65740648	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.033502778750116154		0.033502778750116154	0.015928136437468036	0.09323341932607679	0.07730528288860875		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0346160130093564	2
NPLOC4_chr17_81629733	63		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.004346266976113245		0.004346266976113245	0.00816483078493558	0.0729137470574937	0.06474891627255813		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.004241992879969993	1
PRKDC_chr8_47863519	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.031045133675485052		0.031045133675485052	0.003244881733253808	0.07955246913580233	0.07630758740254852		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.001806358603122933	1
RBM39_chr20_35740425	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.009359464002086131		0.009359464002086131	0.003557575240062872	0.054854942674132705	0.05129736743406983		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.003439125220659	1
SMAD5_chr5_136179805	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.03499259522756348		0.03499259522756348	0.04126731817135988	0.22899389841180273	0.18772658024044286		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.07150964914274319	3
SRPK1_chr6_35833234	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.04942197960308225		0.04942197960308225	0.03566733778615787	0.13959152388915735	0.10392418610299949		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.11691732858027883	3
TF_chr3_133754005	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.6962105962163278e-4		1.6962105962163278e-4	-0.005849092060565705	0.05052886876421425	0.05637796082477996		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.2193041132782341e-6		1.2193041132782341e-6	-0.010272582173381978	0.04129616763631075	0.05156874980969273	-0.012196179394865059	1
TGFBR2_chr3_30612922	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.494648756034802e-4		4.494648756034802e-4	0.014760960313594407	0.14692586713800068	0.13216490682440626		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.058076439614711e-6		3.058076439614711e-6	0.011773797833778679	0.07565134087536846	0.06387754304158978	0.012311187727013853	1
TMEM109_chr11_60923252	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	4.206974593805476e-6		4.206974593805476e-6	0.019806060605334068	0.20638430510632771	0.18657824450099364		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.956033315782738e-10		1.956033315782738e-10	0.008822838482882182	0.12412446122735786	0.11530162274447568	0.011029429285981596	1
TMEM167A_chr5_83056698	61		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.03335293839056455		0.03335293839056455	-0.04643522985386638	0.038430731449089234	0.08486596130295562		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	-0.018608404302415428	1
TNFAIP1_chr17_28344969	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.002149013424126234		0.002149013424126234	0.013662392474595178	0.10223362252467728	0.0885712300500821		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.009089219990287195		0.009089219990287195	0.009534204863634634	0.06576919126163629	0.05623498639800165	0.012703315438007049	1
XPOT_chr12_64450844	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	8.163687254557352e-4		8.163687254557352e-4	0.06700512351732811	0.14039555979653975	0.07339043627921164		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	0.18676131027642712	3
CIT_chr12_119857629	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.040769987264610064		0.040769987264610064	0.05266318676234589	0.10335151303382391	0.05068832627147802		NA	NA	NA	NA	NA	NA	NA	0.08552700319013833	3
ELL2_chr5_95939279	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.03321570406621051		0.03321570406621051	0.018989582997656976	0.0871295725041215	0.06813998950646452		glm_model_factor	1.078343370573843e-28		1.078343370573843e-28	0.015981350876985365	0.13091264325045515	0.11493129237346979	0.04188338138391787	2
FKBP4_chr12_2803908	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.025704788544320314		0.025704788544320314	0.5637397411950535	0.6287744650599546	0.06503472386490106		NA	NA	NA	NA	NA	NA	NA	0.6307467746627544	4
NDUFB3_chr2_201085563	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.0192951293111105		0.0192951293111105	0.06028480509755613	0.4446628453073455	0.3843780402097894		NA	NA	NA	NA	NA	NA	NA	0.26075110679967245	4
STEEP1_chrX_119538849	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.004839928652559229		0.004839928652559229	0.04247298921474317	0.16444560791767102	0.12197261870292785		NA	NA	NA	NA	NA	NA	NA	0.18262573252749498	3
STRADB_chr2_201480244	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	5.860861367189072e-4		5.860861367189072e-4	0.01201459167510388	0.2455685618729097	0.23355397019780583		NA	NA	NA	NA	NA	NA	NA	0.17927557411196185	3
TMPO_chr12_98534200	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	3.310589944201665e-4		3.310589944201665e-4	0.019831694097431955	0.10295053384811116	0.08311883975067921		NA	NA	NA	NA	NA	NA	NA	0.11296500452673094	3
A2M_chr12_9108862	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	2.790667744179407e-7		2.790667744179407e-7	-0.0015905532474000004	0.08230644619181023	0.08389699943921022	-1.6922088813376823e-4	1
BCLAF1_chr6_136260235	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.02291354659082422		0.02291354659082422	-0.00310683197078359	0.05809733353310802	0.06120416550389161	-6.680827824149527e-4	1
CDC42_chr1_22092496	65		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	1.4603950291916819e-4		1.4603950291916819e-4	0.15599839906018778	0.2574292812298453	0.10143088216965754	0.22017439997903582	4
FNDC3B_chr3_172214085	66		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA		glm_model_factor	0.035299892259444174		0.035299892259444174	0.0536614541452073	0.18389172275619775	0.13023026861099046	0.042466487280950524	2
